199.986694031,181.28591217,177.657339339,174.285730064,171.600343711,169.409702121,167.541544772,166.1169329,164.996342551,164.025790905,163.062386752,162.178161066,161.384644082,160.683288546,160.058002208,159.499019664,158.980699269,158.48004758,158.03067516,157.611148987,157.211048307,156.85400066,156.540443948,156.24254586,155.989357938,155.725653437,155.46789007,155.217632141,155.03202756,154.821651417,154.647235302,154.425878934,154.256528293,154.074100591,153.918009866,153.716445978,153.631291532,153.459543429,153.345051436,153.163967757,153.029709223,152.879476873,,,,,,,,,,,,
183.686822815,179.169080353,175.543632202,173.489976501,171.233427277,168.218974609,166.826177368,165.72545105,165.531072235,164.496920471,162.54287796,161.625933685,161.479002991,161.001239471,159.904511719,159.805840149,158.70747406,158.096115112,158.092055664,159.940500336,157.528780212,158.483175507,156.516643829,158.237669983,156.727237244,157.829421387,155.943205414,155.938762207,156.112562714,156.564759064,158.135234833,154.882485809,157.174569092,153.78927124,154.978977051,153.374013214,155.745218201,155.382763672,154.205311584,155.76541626,154.903527679,153.55990036,,,,,,,,,,,,
192.919791232,171.439578608,165.032634832,160.681473971,157.128058388,154.33114477,152.209352334,150.460704124,148.994215421,147.799390203,146.836118275,146.050918773,145.366459406,144.771954762,144.265403692,143.818276894,143.456908694,143.058415389,142.748586703,142.460604109,142.16248893,141.918703918,141.673411407,141.422719421,141.283401905,141.061152066,140.877997672,140.701891799,140.565056735,140.408755798,140.233508689,140.127704939,139.974340349,139.843600908,139.753939708,139.587309515,139.485432281,139.367119196,139.276659282,139.195396409,139.024353929,,,,,,,,,,,,,
176.573116608,166.511240845,162.591183472,159.187116547,155.344277496,152.699793396,150.16226799,149.862315826,148.253808136,147.087601547,147.658087769,147.156890335,145.329515533,143.735178909,144.379147263,142.935658798,145.747800217,142.803837585,142.986613846,143.359833755,142.909413452,144.918034286,143.492801895,141.909972305,141.48657608,141.561995621,141.671619797,141.110108948,140.305179749,142.633307648,139.629781036,141.777123718,142.19611412,139.96373024,139.467046814,139.857417679,140.056165543,140.035220108,139.990435257,139.875280533,140.03640358,,,,,,,,,,,,,
179.838659252,157.807767556,149.471618514,143.993663552,140.499728574,138.064619571,136.294014379,134.816959464,133.639847384,132.674942419,131.85718664,131.168281638,130.560709964,130.020436485,129.554198289,129.113266213,128.720201985,128.359099967,128.034693076,127.702514426,127.443706318,127.174388677,126.957550507,126.749132496,126.514177288,126.341035572,126.141232341,125.977246288,125.802400374,125.628038691,125.493806027,125.340422793,125.194960591,125.0812141,124.965047996,,,,,,,,,,,,,,,,,,,
160.91467926,150.480557251,144.637838211,141.850792313,137.588217545,135.522020187,134.902041855,133.373232651,133.801902237,132.77961998,130.851533813,131.01613121,129.892264099,128.504911957,128.290965652,128.744668121,129.113625946,127.032496719,128.031305237,127.799444809,127.789152527,126.963407364,128.274508591,126.156277161,126.778893585,125.983949356,125.428432693,125.575661697,124.954844513,125.261351013,125.875317078,125.211325302,126.365223923,125.122017593,125.467255783,,,,,,,,,,,,,,,,,,,
168.250352922,142.738644132,136.057981692,131.064811429,127.436294417,124.731550376,122.651246158,121.047622542,119.808476507,118.749697834,117.883358862,117.178597468,116.54378909,115.975258845,115.507425579,115.088307592,114.72126777,114.386023393,114.095216259,113.819375277,113.542670066,113.292041973,113.06387103,112.902816481,112.708358154,112.560101485,112.395618314,112.221815338,112.090493539,112.004053789,111.837383326,111.720949222,111.60923025,,,,,,,,,,,,,,,,,,,,,
143.436605072,141.679579086,130.832328491,126.399064026,125.798401184,122.517173309,120.181754303,119.462891998,118.291311493,117.595113602,116.868938751,116.146644135,114.426110764,114.276452255,114.771001358,114.730404892,113.47412323,113.578542175,113.517699966,112.768258438,113.315480194,112.75532074,112.350668182,111.679772339,112.71044281,112.134312744,110.698034515,113.204836731,111.900699234,111.472065887,111.574795227,111.044899292,111.464894028,,,,,,,,,,,,,,,,,,,,,
165.90870206,134.653611062,130.186084636,126.34703469,123.226699427,120.719903356,118.832039101,117.333788411,116.059882896,115.046196331,114.209717574,113.488386425,112.915133154,112.399886586,111.920898146,111.508079681,111.163759585,110.827367706,110.587190427,110.319937744,110.082780831,109.850696661,109.631482835,109.431699579,109.297586226,109.125252963,108.985980128,108.823364716,108.71908414,108.563088878,108.446788261,108.380231947,108.21597075,108.1516922,108.05279129,107.959987307,107.835893929,107.767869984,107.672770275,107.609090951,107.528685747,107.456430123,107.363271276,107.311251332,107.256363012,107.201972476,107.135578683,,,,,,,
136.266370697,136.731724625,126.347648621,122.902780228,121.187917862,118.477819061,116.483997574,115.467358017,115.16482338,113.314212189,111.943848343,112.741014557,112.405274353,110.659328232,111.081607666,111.727447205,109.654801178,109.986177368,109.736585312,109.798221817,109.945850754,109.909900131,108.918916321,108.316981201,109.006833038,108.066055527,107.522096252,111.424319458,107.545375671,108.027257996,108.54161705,107.278024139,107.241732941,108.281398163,107.477590103,107.699428635,106.946192703,108.173985519,108.218151855,107.101077728,106.210718079,106.418163528,107.496875381,106.699664001,107.807408142,107.600749893,108.778394547,,,,,,,
165.852730186,131.051865331,125.747004242,122.556918155,119.958606179,117.9000718,116.22273855,114.846615947,113.744984422,112.782802623,111.963729262,111.359175817,110.779495447,110.31589515,109.876160778,109.484724357,109.19779086,108.892316825,108.623573622,108.409052332,108.159101438,107.973062189,107.758903309,107.637544778,107.458531328,107.344677693,107.19432423,107.070817635,106.966282321,106.869213104,106.735036025,106.655610143,106.542420141,106.486497733,106.372746929,106.315175532,106.26332815,106.145225026,106.049170394,106.002109555,105.964762962,105.886719333,105.806806224,105.771913022,105.69593062,105.643716139,105.591888525,105.546746396,105.493198353,105.445150466,105.361273942,105.353796484,105.319207528,105.259751115
135.705792084,126.508742523,122.903300705,119.298353043,117.301583786,116.477852478,114.309803085,114.312478485,112.072117233,110.86243782,110.987859192,110.216141968,110.498961868,110.154315414,108.867973785,109.580061035,109.188823471,108.107463074,107.886023407,107.924668198,107.406390839,107.120240173,107.552345734,106.202146835,107.297602844,106.565097885,105.970794907,106.134876328,105.948683853,106.673334122,105.999456711,106.516871643,105.942249069,106.938967972,105.56074707,106.750811157,106.526123276,106.470683746,106.203152008,105.506101456,105.158614502,105.103658981,104.971221161,105.10598671,106.691431198,106.690522614,105.547703629,104.281712189,105.126757278,105.813074799,104.744053268,104.732229538,104.383449326,106.211430893
